Facility #,Facility Name,Facility Name Overflow,Facility Street,Facility City,Facility State,Facility Zip Code,Facility County,Owner Name ,Owner Name Overflow,Business Type,Original Issuance Date,Last Renewal Date,Expiration Date,Georeference
7132751,RM ENT LLC,,5 ANDERSON DRIVE,ALBANY,NY,12205,ALBA,JOHN MCCABE,,DLU,04/29/2024,,03/31/2026,POINT (-73.777656757 42.682896314)
7054008,SECOND AVE AUTO CARE,INC,105 SECOND AVE,ALBANY,NY,12202,ALBA,NICHOLAS B FERRARA,,DLU,01/31/1991,11/12/2020,12/31/2022,POINT (-73.765556139 42.639040687)
7079338,SERGO AUTO LLC,,183 SPRING ST,ALBANY,NY,12203,ALBA,ANATOLIY SANDUL,,DLU,09/03/1997,07/06/2023,08/31/2025,POINT (-73.777072622 42.664140883)
7117613,SOUTH POINT AUTO,PLAZA INC,1045 CENTRAL AVENUE,ALBANY,NY,12205,ALBA,SALEM H TLEIJI,,DLU,04/07/2014,02/20/2024,03/31/2026,POINT (-73.796775292 42.686482678)
3010126,SPITZIES MOTORCYCLE,CTR INC,1970 CENTRAL AVE,ALBANY,NY,12205,ALBA,BRYAN D CASTOR,,DLU,11/20/1980,03/25/2024,05/31/2026,POINT (-73.859724223 42.740035664)
7115501,STEADFAST AUTO SALES,LLC,1080 CENTRAL AVE,ALBANY,NY,12205,ALBA,KONSTANTIN GERRITY,,DLU,02/13/2013,01/18/2019,01/31/2021,POINT (-73.79934577 42.687712346)
7095139,STS TRUCK EQUIPMENT&,TRAILER SALES,1912 CENTRAL AVE,ALBANY,NY,12205,ALBA,SYRACUSE TRAILER,SALES SVC LEASNG INC,DLU,07/03/2003,04/19/2023,06/30/2025,POINT (-73.855641984 42.734766338)
7112124,SUPER AUTO CARE,SERVICE INC,2067 CENTRAL AVENUE,ALBANY,NY,12205,ALBA,JAAFIR KHAN,,DLU,03/26/2013,02/10/2023,04/30/2025,POINT (-73.86977161 42.750421722)
7105839,THEM CAR BOYS LLC,,718 CLINTON AVENUE,ALBANY,NY,12206,ALBA,OZYMANDIOUS MORRIS,,DLU,04/02/2008,04/04/2024,03/31/2026,POINT (-73.776015832 42.669030802)
7097228,TITAN AUTO SALES LLC,,1037 CENTRAL AV,ALBANY,NY,12205,ALBA,JOSEPH J RINALDO,,DLU,05/10/2004,02/28/2024,04/30/2026,POINT (-73.796133154 42.686390352)
7076202,TRACEY FREIGHTLINER,OF ALBANY INC,PB5306 115 RAILRD AV,ALBANY,NY,12205,ALBA,GERALD W TRACEY,,DLU,10/18/1996,09/16/2022,09/30/2024,POINT (-73.829212586 42.702339437)
7080981,TWO B AUTO SALES INC,,735 THIRD STREET,ALBANY,NY,12206,ALBA,ANATOLIY LEVCHUK,,DLU,03/30/1998,12/17/2023,02/28/2026,POINT (-73.780645744 42.676322974)
7131456,U-HAUL CO OF NEW,YORK AND VERMONT INC,139 BROADWAY,ALBANY,NY,12202,ALBA,JEFFREY SONBERG,,DLU,08/04/2023,,07/31/2025,POINT (-73.750997863 42.641521479)
7091163,UTICA GENERAL TRUCK,CO INC,65 RAILROAD AVE,ALBANY,NY,12205,ALBA,MARK N DONNENWIRTH,,DLU,11/14/2001,09/30/2021,10/31/2023,POINT (-73.823818413 42.696917603)
7129729,VEPA AUTO CARE LLC,,1904 WESTERN AVENUE,ALBANY,NY,12203,ALBA,PETRIKA ZGURO,,DLU,06/23/2022,02/14/2024,03/31/2026,POINT (-73.876928498 42.69316821)
7034047,WEBBER BOAT SALES,,2 DEBBIE COURT,ALBANY,NY,12205,ALBA,JAMES C WEBBER,,DLB,04/09/1986,01/12/2018,03/31/2020,POINT (-73.835539582 42.724411126)
7118503,WEST HILL AUTO INC,,362 THIRD STREET,ALBANY,NY,12206,ALBA,NISAR A FAZLANI,,DLU,10/07/2014,10/02/2018,09/30/2020,POINT (-73.766134239 42.666412253)
7078090,WILLS MOTORS,,1029 CENTRAL AVENUE,ALBANY,NY,12206,ALBA,KENNETH WILLS,,DLU,04/29/1997,03/09/2023,03/31/2025,POINT (-73.796286208 42.685910153)
7124063,WISE AUTO GROUP,,476 CENTRAL AVENUE 5,ALBANY,NY,12206,ALBA,CCX MOTOR INC,,DLU,06/28/2018,06/10/2022,05/31/2024,POINT (-73.777861192 42.669158835)
7088904,WM BIERS INC,,PORT OF ALBANY,ALBANY,NY,12202,ALBA,WILLIAM BIERS,,DLU,12/26/2000,10/13/2022,11/30/2024,POINT (-73.7520291 42.6412316)
7061563,VITETTAS AUTO SALES,,2178 STATE RTE 143,ALCOVE,NY,12007,ALBA,JOSEPH VITETTA ETAL,,DLU,01/13/1993,11/29/2022,12/31/2024,POINT (-73.949181677 42.505450124)
7113357,2 BROTHERS TRIKES,LLC,5775A OSTRANDER TRLR,ALTAMONT,NY,12009,ALBA,ROSEMARY WELLS,,DLU,12/14/2011,12/12/2017,11/30/2019,POINT (-73.94444174 42.679746112)
7066886,LORDAN FARMS,,4178 WESTERN TPK,ALTAMONT,NY,12009,ALBA,DANIEL A DAVENPORT,ETAL,DLU,06/01/1994,05/24/2018,05/31/2020,POINT (-74.003148896 42.737265193)
7043975,PRITCHARD,ENTERPRIZES,159 KNOX GALPVLE RD,BERNE,NY,12023,ALBA,KARL L PRITCHARD,,DLU,06/20/1988,04/09/2024,05/31/2026,POINT (-74.1470374 42.5955548)
7116524,NCR ENTERPRISES INC,,POBX 187 447 MAIN ST,CATSKILL,NY,12414,ALBA,NICO CARIDI,,DLU,09/04/2013,08/31/2017,08/31/2019,POINT (-73.866643987 42.22125013)
7081973,J&S RECONDITIONING,,2054 DELAWARE TPKE,CLARKSVILLE,NY,12041,ALBA,STEVEN J CROOKES,,DLU,01/28/1999,06/17/2024,06/30/2026,POINT (-73.962998155 42.57612168)
7061858,COEYMANS LANDING,MARINA,POBX769 20 MARINA DR,COEYMANS,NY,12045,ALBA,NORTHEAST MARINE,GROUP LTD,DLB,02/24/1993,12/13/2016,01/31/2019,POINT (-73.789756034 42.474498606)
7125351,COEYMANS LANDING,MARINA INC,POB 890 20 MARINA DR,COEYMANS,NY,12045,ALBA,CARVER LARAWAY,,DLU,03/28/2019,,02/28/2021,POINT (-73.789756034 42.474498606)
7125351,COEYMANS LANDING,MARINA INC,POB 890 20 MARINA DR,COEYMANS,NY,12045,ALBA,CARVER LARAWAY,,YTB,07/07/2022,04/11/2024,06/30/2026,POINT (-73.789756034 42.474498606)
7125351,COEYMANS LANDING,MARINA INC,POB 890 20 MARINA DR,COEYMANS,NY,12045,ALBA,CARVER LARAWAY,,DLB,07/07/2022,04/11/2024,06/30/2026,POINT (-73.789756034 42.474498606)
7061858,COEYMANS LANDING,MARINA,POBX769 20 MARINA DR,COEYMANS,NY,12045,ALBA,NORTHEAST MARINE,GROUP LTD,DLU,05/02/2003,12/13/2016,01/31/2019,POINT (-73.789756034 42.474498606)
7061858,COEYMANS LANDING,MARINA,POBX769 20 MARINA DR,COEYMANS,NY,12045,ALBA,NORTHEAST MARINE,GROUP LTD,YTB,02/24/1993,12/13/2016,01/31/2019,POINT (-73.789756034 42.474498606)
7111721,AGL AUTO EXPORT LLC,,1114 NEW LOUDON ROAD,COHOES,NY,12047,ALBA,KENNETH E BROWN JR,,DLU,02/22/2011,01/13/2023,01/31/2025,POINT (-73.742213627 42.785465002)
7117923,AMERICAN TRADE &,GOODS INC,1213 LOUDON ROAD,COHOES,NY,12047,ALBA,LOUIS B OLESEN,,DLU,06/11/2014,06/10/2020,05/31/2022,POINT (-73.733758383 42.795463387)
3010556,BEST BODY,,140 DUNSBACK FRRY RD,COHOES,NY,12047,ALBA,SAMUEL DISIBIO,,DLU,12/04/1980,09/07/2023,09/30/2025,POINT (-73.75609691 42.783744355)
7035513,CAPITOL DISTRICT,MARINA INC,17 JACKSON AVE,COHOES,NY,12047,ALBA,ALLAN R WEBER,,DLB,07/05/1991,05/15/2023,06/30/2025,POINT (-73.684730033 42.77348654)
7125027,COMTOIS AUTO CENTER,LLC,109 ONTARIO ST,COHOES,NY,12047,ALBA,DALE E COMTOIS,,DLU,02/15/2019,01/24/2023,01/31/2025,POINT (-73.68919172 42.773531593)
7074164,DAREX AUTO,,46 MANOR AVE,COHOES,NY,12047,ALBA,DARIUSZ P FIGIEL,,DLU,03/03/2000,03/11/2020,02/28/2022,POINT (-73.714607243 42.786701742)
7098007,ED COMTOIS & SON,AUTO SALES INC,109 ONTARIO ST,COHOES,NY,12047,ALBA,EDWARD F COMTOIS,,DLU,09/27/2004,08/27/2018,08/31/2020,POINT (-73.68919172 42.773531593)
7059906,FRANKLYN WHOLESALERS,,231 SARATOGA ST,COHOES,NY,12047,ALBA,FRANK W LEWANDUSKY,,DLU,08/18/1992,08/19/2024,07/31/2026,POINT (-73.698326905 42.768868279)
7059906,FRANKLYN WHOLESALERS,,231 SARATOGA ST,COHOES,NY,12047,ALBA,FRANK W LEWANDUSKY,,DLB,08/29/1995,08/19/2024,07/31/2026,POINT (-73.698326905 42.768868279)
7096552,GEORGES AUTO SALES,,370 SARATOGA STREET,COHOES,NY,12047,ALBA,GEORGE M RIZK,,DLU,02/05/2004,01/11/2024,01/31/2026,POINT (-73.69986775 42.764126301)
7100151,IZZO FAMILY,AUTOMOTIVE CENTER,167 SARATOGA ST,COHOES,NY,12047,ALBA,MICHAEL IZZO ETAL,,DLU,08/22/2017,07/13/2023,07/31/2025,POINT (-73.698137533 42.771236704)
7075660,J&D AUTOMOTIVE&,PERFORMANCE INC,191 MAIN ST,COHOES,NY,12047,ALBA,JEROME K POWERS,,DLU,08/29/1996,05/20/2024,07/31/2026,POINT (-73.700559928 42.766360162)
7125239,KMK MOTORS,,1378 NEW LOUDON ROAD,COHOES,NY,12047,ALBA,DOMINICK NARDOLILLO,,DLU,03/01/2019,03/02/2021,02/28/2023,POINT (-73.730558561 42.817825827)
7058727,LAJEUNESSE AUTO,SERVICE,122 BRESLIN AV,COHOES,NY,12047,ALBA,WAYNE LAJEUNESSE,,DLU,05/13/1992,04/15/2024,04/30/2026,POINT (-73.689922874 42.772397647)
7123101,LATHAM AUTO SALES &,SERVICE LLC,1015 NEW LOUDON RD,COHOES,NY,12047,ALBA,MICHELLA RIZK,,DLU,10/30/2017,09/29/2023,09/30/2025,POINT (-73.751951975 42.773787115)
7056522,LIA INFINITI,,965 NEW LOUDON ROAD,COHOES,NY,12047,ALBA,INFINITI OF ALBANY,INC,DLN,10/02/1991,08/29/2023,09/30/2025,POINT (-73.753929997 42.768063875)
7094628,MIDTOWN AUTO GROUP,,1158 LOUDON RD,COHOES,NY,12047,ALBA,MIDTOWN AUTO SALES,LLC,DLU,04/18/2003,04/25/2017,03/31/2019,POINT (-73.738067017 42.789979485)
7019512,RH AUTO,,15 CRESCENT TERRACE,COHOES,NY,12047,ALBA,RUSSELL HARDING,,DLU,12/21/1981,03/13/2023,04/30/2025,POINT (-73.734540499 42.812216171)
7019512,RH AUTO,,15 CRESCENT TERRACE,COHOES,NY,12047,ALBA,RUSSELL HARDING,,DLB,05/11/1995,03/20/2017,04/30/2019,POINT (-73.734540499 42.812216171)
3010320,SEYMOURS MOTORIZED,SPORTS INC,1350 NW LOUDN RD RT9,COHOES,NY,12047,ALBA,JOHN T SEYMOUR,,DLB,07/15/1987,04/18/2024,05/31/2026,POINT (-73.73179685 42.814717373)
3010320,SEYMOURS MOTORIZED,SPORTS INC,1350 NW LOUDN RD RT9,COHOES,NY,12047,ALBA,JOHN T SEYMOUR,,DLS,12/29/1997,03/14/2024,05/31/2026,POINT (-73.73179685 42.814717373)
7054808,TEXS CAR CONNECTION,,26 WASHINGTON AVE,COHOES,NY,12047,ALBA,J DALORIANN INC,,DLU,04/17/1991,03/27/2017,03/31/2019,POINT (-73.688350513 42.770871386)
7129626,T&Q LLC,,1378 LOUDON RD,COHOES,NY,12047,ALBA,MARKQUESE JOHNSON,,DLU,03/14/2022,12/28/2023,02/28/2026,POINT (-73.730558561 42.817825827)
7104163,TREVCO ASSOCIATES,LLC,1376 NEW LOUDON ROAD,COHOES,NY,12047,ALBA,ANDREW J SKUMIN,,DLU,06/07/2007,05/23/2017,05/31/2019,POINT (-73.730576299 42.817675207)
7100715,UPSTATE ASSOCIATE,LLC,339 SARATOGA STREET,COHOES,NY,12047,ALBA,ANTHONY VACCARIELLI,,DLU,11/14/2005,10/25/2023,10/31/2025,POINT (-73.699306498 42.764874093)
7123214,BULLDOG FIRE,APPARATUS OF NY INC,4 COLONIE PLAZA DR,COLONIE,NY,12205,ALBA,JEFFREY R MAZZA,,DLU,11/15/2017,10/25/2023,10/31/2025,POINT (-73.817164771 42.707889541)
7121783,CENTRAL 1985 CAR,SALE LLC,1985 CENTRAL AVENUE,COLONIE,NY,12205,ALBA,ISMAIL ZORLAK,,DLU,12/08/2016,10/13/2022,11/30/2024,POINT (-73.862720753 42.74419665)
7118890,DEPAULA CHEVROLET,PREOWNED CENTER,1101 CNTRL AVE/1FAIR,COLONIE,NY,12205,ALBA,DEPAULA CHEVROLET,INC,DLU,12/30/2014,10/25/2022,11/30/2024,POINT (-73.799903502 42.689005506)
7122063,AYERS AUTOMOTIVE INC,,115 ADAMS ST,DELMAR,NY,12054,ALBA,JANINE E MANGIONE,,DLU,03/27/2017,02/09/2023,02/28/2025,POINT (-73.835209754 42.623951921)
7008029,GOCHEES AUTO SALES,INC,329 DELAWARE AVE,DELMAR,NY,12054,ALBA,HARRY GOCHEE III,,DLU,12/22/1982,04/18/2024,06/30/2026,POINT (-73.829069004 42.623997392)
7089580,SOLO AUTO SALES,,90 DELAWARE AV,DELMAR,NY,12054,ALBA,MICHAEL J CAREY,,DLU,03/22/2001,02/11/2023,02/28/2025,POINT (-73.808305605 42.629400493)
7120336,BMW OF SOUTH ALBANY,,617 ROUTE 9W,GLENMONT,NY,12077,ALBA,ALBANYB LLC,,DLN,12/11/2015,10/27/2023,11/30/2025,POINT (-73.796966414 42.58889078)
7065664,BUFFOMATIC II INC,,26 RT 9W,GLENMONT,NY,12054,ALBA,SHAWN W BUFFO,,DLU,06/30/2011,02/07/2024,02/28/2026,POINT (-73.777030924 42.623641532)
7036442,CAR WASH CARS INC,,RT 9W BOX 371,GLENMONT,NY,12077,ALBA,DENNIS OSHAUGHNESSY,,DLU,10/10/1986,08/11/2020,09/30/2022,POINT (-73.784386276 42.617498795)
7096828,D&F AUTO CONSULTING,,759 RIVER ROAD,GLENMONT,NY,12077,ALBA,JAMES T DERTINGER,ETAL,DLU,03/19/2004,02/16/2024,02/28/2026,POINT (-73.768669597 42.568776073)
7096828,D&F AUTO CONSULTING,,759 RIVER ROAD,GLENMONT,NY,12077,ALBA,JAMES T DERTINGER,ETAL,DLB,03/19/2004,02/18/2020,02/28/2022,POINT (-73.768669597 42.568776073)
7001547,GEIST BROTHERS AUTO,BODY SHOP INC,43 FRONTAGE RD,GLENMONT,NY,12077,ALBA,KARL W GEIST,,DLU,01/28/1986,06/28/2023,07/31/2025,POINT (-73.785150598 42.618741604)
7058508,HMC CORPORATION,,111 BRIGHTONWOOD RD,GLENMONT,NY,12077,ALBA,CHARLES SIMMONS,,DLB,04/06/1992,03/02/2022,03/31/2024,POINT (-73.810885471 42.596854233)
7043029,JAMES J GRUMME AUTO,SALES INC,759 RIVER RD,GLENMONT,NY,12077,ALBA,JAMES J GRUMME,,DLU,04/04/1988,11/30/2023,12/31/2025,POINT (-73.768669597 42.568776073)
7121377,T3 AUTO CENTER,,239 RIVER ROAD,GLENMONT,NY,12077,ALBA,MIGUEL A NAVARRO,,DLU,09/02/2016,06/10/2024,08/31/2026,POINT (-73.770271295 42.604255999)
3010615,LAZZARO AUTO BODY,INC,60-66 ARCH ST,GREEN ISL,NY,12183,ALBA,JOSEPH A LAZZARO,,DLU,01/22/1982,03/27/2024,05/31/2026,POINT (-73.696373083 42.746609171)
7034781,GREEN ISLAND AUTOBDY,LTD,11-15 HARLEM ST,GREEN ISLAND,NY,12183,ALBA,DAVID MICHAEL,LAZZARO,DLB,06/27/1994,03/05/2024,04/30/2026,POINT (-73.696641556 42.735659346)
7034781,GREEN ISLAND AUTOBDY,LTD,11-15 HARLEM ST,GREEN ISLAND,NY,12183,ALBA,DAVID MICHAEL,LAZZARO,DLU,05/20/1986,03/05/2024,04/30/2026,POINT (-73.696641556 42.735659346)
7094330,TOWN LINE AUTO,,6501 CTY RT32 POBX10,GREENVILLE,NY,12083,ALBA,CLASSIC AUTOMOTIVE,CRAFTS INC,DLU,07/11/2003,02/16/2023,02/28/2025,POINT (-74.003658012 42.462679661)
7108090,RONNIES MOTOR SPORTS,INC,2337 WESTERN AVENUE,GUILDERLAND,NY,12084,ALBA,WAYNE A OUIMET,,DLS,04/13/2009,03/16/2023,03/31/2025,POINT (-73.918731228 42.707078649)
7108090,RONNIES MOTOR SPORTS,INC,2337 WESTERN AVENUE,GUILDERLAND,NY,12084,ALBA,WAYNE A OUIMET,,DLB,04/07/2009,03/16/2023,03/31/2025,POINT (-73.918731228 42.707078649)
7108090,RONNIES MOTOR SPORTS,INC,2337 WESTERN AVENUE,GUILDERLAND,NY,12084,ALBA,WAYNE A OUIMET,,DLU,04/07/2009,03/16/2023,03/31/2025,POINT (-73.918731228 42.707078649)
7060869,AIRPORT SALES &,SERVICE INC,264 WOLF RD,LATHAM,NY,12110,ALBA,MARK E WERTHEIM,,DLU,10/23/1992,08/27/2024,09/30/2026,POINT (-73.794431628 42.730487628)
7044338,ALBANY RV,,48 RENSSELAER AVE,LATHAM,NY,12110,ALBA,RV ONE SUPERSTORES,INC,DLU,07/12/1988,06/25/2018,06/30/2020,POINT (-73.773904514 42.750677412)
7127990,AMERICAN AUTO,IMPORTS LLC,POB64 14 MCARTHUR RD,LATHAM,NY,12110,ALBA,ABDUL KEYA,,DLU,03/24/2021,,02/28/2023,POINT (-73.764077906 42.738892498)
7120335,AUDI ALBANY,,723 NEW LOUDON ROAD,LATHAM,NY,12110,ALBA,ALBANY A LLC,,DLN,12/11/2015,10/27/2023,11/30/2025,POINT (-73.761514134 42.740218724)
7124862,BLUE COMPASS RV,,48 RENSSELEAR AVE,LATHAM,NY,12110,ALBA,RV RETAILER EAST LLC,,DLU,11/27/2018,10/24/2022,10/31/2024,POINT (-73.773904514 42.750677412)
7133186,BMW OF LATHAM,,1111 TRY SCHNCTDY B,LATHAM,NY,12110,ALBA,KEELER LATHAM B LLC,,DLN,08/08/2024,,07/31/2026,POINT (-73.7723623 42.7516601)
7012901,CAPCAR LEASING CO,INC,1111 TROY-SCHNCTDY,LATHAM,NY,12110,ALBA,ALEXANDER KEELER,,DLU,12/15/1980,03/08/2024,04/30/2026,POINT (-73.822546143 42.771588851)
7034079,CAPITAL MARINE,,1111 TROY-SCHEN RD,LATHAM,NY,12110,ALBA,CAPCAR LEASING,CO INC,DLB,04/11/1986,03/08/2024,03/31/2026,POINT (-73.822546143 42.771588851)
7130299,CARVANA LLC,,613 NEW LOUDON ROAD,LATHAM,NY,12110,ALBA,ERNEST GARCIA,,DLU,09/19/2022,07/25/2024,08/31/2026,POINT (-73.760472515 42.730011997)
7064509,CYPRESS AUTO SALES,INC,955 ALBANY SHAKER RD,LATHAM,NY,12110,ALBA,BRUCE A WHATLEY,,DLU,10/05/1993,07/14/2023,09/30/2025,POINT (-73.814662692 42.764014067)
3010310,DAVID J KAISER BODY,SHOP INC,70 SICKER RD,LATHAM,NY,12110,ALBA,TINA M KAISER,,DLU,03/26/1982,04/08/2024,05/31/2026,POINT (-73.808916562 42.756452962)
7116299,EXIT5 AUTO GROUP LLC,,625 WATRVLT SHAKR RD,LATHAM,NY,12110,ALBA,ROBERT G GAITO,,DLU,07/12/2013,05/12/2023,06/30/2025,POINT (-73.790895031 42.723478666)
7127413,FORD OF LATHAM,,702 TROY SCHENECTADY,LATHAM,NY,12110,ALBA,LATHAM FORD-F LLC,,DLN,10/01/2020,09/28/2022,09/30/2024,POINT (-73.778626292 42.756415327)
7098229,FORWAY MOTORS INC,,872 OLD ALB SHAKR RD,LATHAM,NY,12110,ALBA,ADAM M FORMAN,,DLU,09/23/2004,08/18/2024,08/31/2026,POINT (-73.7723623 42.7516601)
7116717,FUCCILLO NISSAN OF,LATHAM,976 NEW LOUDON ROAD,LATHAM,NY,12110,ALBA,BFJ ENTERPRISES OF,LATHAM INC,DLN,10/09/2013,09/15/2021,09/30/2023,POINT (-73.753976963 42.768543917)
3010684,GOLDSTEIN CHRYSLER,JEEP INC,PBX906 968 N LOUDON,LATHAM,NY,12110,ALBA,GOLDSTEIN CHRYSLER,PLYMOUTH INC,DLN,11/14/1980,02/09/2023,04/30/2025,POINT (-73.754827722 42.768343237)
7122299,GOLDSTEIN MITSUBISHI,,613 LOUDONVILLE RD,LATHAM,NY,12110,ALBA,GOLDSTEIN 613 INC,,DLN,05/23/2017,02/12/2019,04/30/2021,POINT (-73.755421986 42.714176514)
7003754,HERTZ CORP THE,,851 ALBANY SHAKER RD,LATHAM,NY,12110,ALBA,THOMAS FRESE,,DLU,08/03/2007,04/04/2017,05/31/2019,POINT (-73.818152086 42.754409004)
7128153,KEELER ALFA ROMEO,,1111 TROY-SCHDY RD,LATHAM,NY,12110,ALBA,KEELER MOTOR CAR,COMPANY LIMITED PART,DLN,05/07/2021,,04/30/2023,POINT (-73.822546143 42.771588851)
7133185,KEELER HONDA,,1111 TRY SCHNCTDY H1,LATHAM,NY,12110,ALBA,KEELER LATHAM HON,LLC,DLN,08/08/2024,,07/31/2026,POINT (-73.7723623 42.7516601)
7041427,KEELER MOTOR CAR,COMPANY INC,1111 TROY-SCHNTDY RD,LATHAM,NY,12110,ALBA,ALEXANDER KEELER,,DLN,11/18/1987,10/04/2023,10/31/2025,POINT (-73.822546143 42.771588851)
7097893,KEELER MOTOR CAR,COMPANY,1111 TROY-SCHDY ROAD,LATHAM,NY,12110,ALBA,KEELER MOTOR CAR,COMPANY INC ETAL,DLN,08/06/2004,07/09/2024,07/31/2026,POINT (-73.822546143 42.771588851)
3010151,KEELER MOTOR CAR CO,INC,1111 TROY-SCHNCTDY,LATHAM,NY,12110,ALBA,ALEXANDER KEELER,,DLN,12/12/1980,03/08/2024,04/30/2026,POINT (-73.822546143 42.771588851)
7037632,KEELER MOTOR CAR CO,,1111 TROY-SCHDY RD,LATHAM,NY,12110,ALBA,KEELER MOTOR CAR CO,LIMITED PRTNSHP ETAL,DLN,02/02/1987,01/16/2023,01/31/2025,POINT (-73.822546143 42.771588851)
7074909,KEELER MOTOR CAR CO,,1111 TROY-SCHDY RD,LATHAM,NY,12110,ALBA,KEELER MOTOR CAR CO,LIMITED PRTNSHP ETAL,DLN,06/06/1996,03/08/2024,05/31/2026,POINT (-73.822546143 42.771588851)
7111744,KENDALL MOTORS,,9A NORTHWAY LANE N,LATHAM,NY,12110,ALBA,SCOTT S BULSON,,DLU,02/25/2011,01/30/2017,01/31/2019,POINT (-73.79793409 42.737458564)
3010011,LATHAM MOTORS INC,,637 COLUMBIA ST P699,LATHAM,NY,12110,ALBA,ROBERT J SELKIS,,DLN,12/18/1980,04/24/2020,05/31/2022,POINT (-73.753276232 42.762918637)
7118739,LATHAM TOWING &,SALES INC,754B WTRVLT SHKR RD,LATHAM,NY,12110,ALBA,SAMUEL MAHSERJIAN,,DLU,11/17/2014,09/20/2016,10/31/2018,POINT (-73.7723623 42.7516601)
3010160,MARTIN NEMER VLKSWGN,CORP,550 TROY-SCHDY BX369,LATHAM,NY,12110,ALBA,PETER NEMER,,DLN,12/18/1980,03/25/2024,05/31/2026,POINT (-73.7723623 42.7516601)
7133188,MERCEDES-BENZ OF,LATHAM,1111 TRY SCHNCTDY MB,LATHAM,NY,12110,ALBA,KEELER LATHAM M LLC,,DLN,08/08/2024,,07/31/2026,POINT (-73.7723623 42.7516601)
7127660,MICHAEL S AUTO PLAZA,9 20 CORP,888 TROY SCHNCTDY RD,LATHAM,NY,12110,ALBA,MICHAEL RUBINCHUK,,DLU,12/01/2020,02/01/2023,11/30/2024,POINT (-73.7723623 42.7516601)
7133187,MINI OF LATHAM,,1111 TRY SCHNCTDY MI,LATHAM,NY,12110,ALBA,KEELER LATHAM B LLC,,DLN,08/08/2024,,07/31/2026,POINT (-73.7723623 42.7516601)
7053910,NEW COUNTRY LEXUS,OF LATHAM,POBX193 999 NW LDN R,LATHAM,NY,12110,ALBA,NEW LOUDON MOTOR,CARS INC,DLN,01/22/1991,11/01/2022,12/31/2024,POINT (-73.7723623 42.7516601)
7039418,NORTHEAST ACURA,,PB366 942 NEW LOUDON,LATHAM,NY,12110,ALBA,NORTHEAST MOTORS INC,,DLN,06/22/1987,04/04/2023,05/31/2025,POINT (-73.755773675 42.763447917)
7120337,NORTHWAY TOYOTA,SCION,737 NEW LOUDON ROAD,LATHAM,NY,12110,ALBA,ALBANYT LLC,,DLN,12/11/2015,10/27/2023,11/30/2025,POINT (-73.761430315 42.741633003)
7118705,RGR MOTOR CARS LLC,,1202 TR SCH R B3 104,LATHAM,NY,12110,ALBA,RICHARD G ROSETTI,,DLU,11/12/2014,10/20/2022,10/31/2024,POINT (-73.7723623 42.7516601)
3010507,S&G TRUCK REPAIR,,754 WTRVLT SHKR RD,LATHAM,NY,12110,ALBA,SARKIS GULESERIAN,,DLU,12/30/1981,04/29/2024,05/31/2026,POINT (-73.7723623 42.7516601)
7128560,SIGNATURE AUTO RANCH,,155 D WADE ROAD,LATHAM,NY,12110,ALBA,MANCINI WHOLESALE,LLC,DLU,07/06/2021,04/30/2023,06/30/2025,POINT (-73.790477884 42.745788876)
3010209,T&T SALES INC,,411 OLD NISKAYUNA RD,LATHAM,NY,12110,ALBA,BONNIE A CLARK,,DLU,05/15/1992,04/09/2024,05/31/2026,POINT (-73.79376711 42.754214198)
7098789,VANTAGE EQUIPMENT,LLC,17 NORTHWAY LN,LATHAM,NY,12110,ALBA,JOHN C HESSION,,DLU,12/20/2004,11/03/2020,11/30/2022,POINT (-73.799943735 42.734755735)
7129177,WALLYS NISSAN OF,LATHAM,976 NEW LOUDON RD,LATHAM,NY,12110,ALBA,WD LATHAM LLC,,DLN,12/02/2021,09/20/2023,11/30/2025,POINT (-73.754505857 42.769398644)
7102282,WHAT A GUY,,P1127 1171TRYSCDY RD,LATHAM,NY,12110,ALBA,TEAM GOEWEY RACING,LLC,DLU,07/19/2006,05/31/2018,06/30/2020,POINT (-73.7723623 42.7516601)
7013825,SPRING ACRES MOTORS,LLC,47A SPRING ST RD,LOUDONVILLE,NY,12211,ALBA,CHARLES H ESSEPIAN,,DLU,01/14/1981,04/25/2023,04/30/2025,POINT (-73.744963814 42.713489883)
7017172,SUPERIOR AUTO EXCHNG,,26 DANIELWOOD DR,LOUDONVILLE,NY,12211,ALBA,GERALD ARZOUMANIAN,,DLU,12/01/1981,08/15/2023,09/30/2025,POINT (-73.777706294 42.712585518)
7126718,ALI BROTHERS AUTO,SALES & SERVICE INC,591 A BROADWAY,MENANDS,NY,12204,ALBA,HUSNAIN ALI,,DLU,02/13/2020,,01/31/2022,POINT (-73.714102234 42.704133123)
7074838,BROADWAY AUTO CLINIC,,3 WOLFERT AVENUE,MENANDS,NY,12204,ALBA,RICHARD SCOTT INC,,DLU,02/12/1998,05/29/2020,05/31/2022,POINT (-73.735718659 42.67802626)
7117081,CAR GARDEN LLC,,275 BROADWAY,MENANDS,NY,12204,ALBA,JUSTIN T PALMA,,DLU,12/18/2013,03/19/2018,11/30/2019,POINT (-73.723736794 42.692799459)
7106513,INNOVATIVE AUTO,SALES,245 BROADWAY,MENANDS,NY,12204,ALBA,MICHAEL T FARRELL,ETAL,DLU,07/11/2008,06/26/2024,06/30/2026,POINT (-73.724018947 42.692104798)
